"","YEAR","CVEGEO","num_tomas","tomas","num_cartels","menciones_huachicol","carteles_huachicol","pobtot","pobhlindigena","pobanalf","gradoescolar","HomX100","ESTADO","mun_huachicolero","YearFirst","diffYears","lead1","lead2","lead3","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","ENT","is_neighbor","treated","post","consecutive_cartel","log_hom"
"3356",2008,30075,0,0,0,0,0,17220.6,0.0053979592940947,0.218658042581337,5.468,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3357",2009,30075,0,0,0,0,0,17170.8,0.0052891622233314,0.214938136102237,5.574,5.82384047336175,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.92042243262447
"3358",2010,30075,0,0,1,0,0,17121,0.005180365152568,0.211218229623138,5.68,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3359",2011,30075,0,0,2,0,0,17117.8,0.0054177719055628,0.201495290058879,6.23509473752134,5.84187220320368,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.92306140810031
"3360",2012,30075,0,0,2,0,0,17114.6,0.0056551786585577,0.19177235049462,6.79018947504268,5.84296448646185,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.92322104219536
"3361",2013,30075,0,0,0,0,0,17111.4,0.0058925854115525,0.182049410930361,7.34528421256402,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3362",2014,30075,0,0,1,0,0,17108.2,0.0061299921645473,0.172326471366103,7.90037895008536,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3363",2015,30075,0,0,1,0,0,17105,0.0063673989175421,0.162603531801844,8.4554736876067,5.84624378836597,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.9237001498108
"3364",2016,30075,0,0,0,0,0,16989,0.0061166390511804,0.163279675835176,8.14037895008536,5.88616163399847,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.92951383748408
"3365",2017,30075,0,0,0,0,0,16873,0.0058658791848187,0.163955819868508,7.82528421256402,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3366",2018,30075,0,0,0,0,0,16757,0.005615119318457,0.16463196390184,7.51018947504268,5.9676553082294,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.94127877050651
"3367",2019,30075,0,0,1,0,0,16641,0.0053643594520954,0.165308107935172,7.19509473752134,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3368",2007,30077,11,1,1,0,0,39935.2,0.0309378784014527,0.162568663467175,6.026,27.5446222881067,30,1,2007,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",30,NA,1,1,0,3.35146855717267
"3369",2008,30077,15,1,0,0,0,40691.8,0.0308899740396503,0.154805817376656,6.164,14.7449854761893,30,1,2007,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",30,NA,1,1,0,2.75652193211301
"3370",2009,30077,8,1,0,0,0,41448.4,0.0308420696778478,0.147042971286137,6.302,26.5390220129124,30,1,2007,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",30,NA,1,1,0,3.31560398115625
"3371",2010,30077,7,1,2,0,0,42205,0.0307941653160453,0.139280125195618,6.44,18.9551001066224,30,1,2007,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",30,NA,1,1,0,2.99348475510663
"3372",2011,30077,8,1,4,0,0,42433.8,0.0296663628765009,0.135916353253671,6.99736363521714,32.9925672459219,30,1,2007,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",30,NA,1,1,0,3.52614189030336
"3373",2012,30077,22,1,1,0,0,42662.6,0.0285385604369565,0.132552581311725,7.55472727043428,42.1915213793815,30,1,2007,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",30,NA,1,1,0,3.76564421162152
"3374",2013,30077,17,1,3,0,0,42891.4,0.0274107579974121,0.129188809369778,8.11209090565142,53.6238033731704,30,1,2007,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",30,NA,1,1,0,4.00046974696383
"3375",2014,30077,10,1,1,0,0,43120.2,0.0262829555578677,0.125825037427831,8.66945454086856,60.2965663424567,30,1,2007,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",30,NA,1,1,0,4.11572382738404
"3376",2015,30077,8,1,5,0,0,43349,0.0251551531183233,0.122461265485884,9.2268181760857,11.5342914484763,30,1,2007,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",30,NA,1,1,0,2.5284682041631
"3377",2016,30077,15,1,5,0,0,43240.6,0.0258838147712048,0.119973076793898,8.84945454086856,20.8137722418283,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,3.08254152453467
"3378",2017,30077,9,1,2,0,0,43132.2,0.0266124764240864,0.117484888101911,8.47209090565142,16.2291744914472,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,2.84660413827467
"3379",2018,30077,19,1,4,0,0,43023.8,0.0273411380769679,0.114996699409924,8.09472727043428,11.6214746256723,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,2.53539969859684
"3380",2019,30077,10,1,5,0,0,42915.4,0.0280697997298495,0.112508510717937,7.71736363521714,16.311161028442,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,2.85135143963913
"3381",2007,30084,0,0,0,0,0,5692.2,0.0023317953820483,0.222618888810047,5.358,17.567899933242,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.92143427975264
"3382",2008,30084,0,0,0,0,0,5703.8,0.0028265521334752,0.218608670971404,5.492,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3383",2009,30084,0,0,0,0,0,5715.4,0.003321308884902,0.214598453132761,5.626,17.4965881653078,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.9175862915793
"3384",2010,30084,0,0,0,0,0,5727,0.0038160656363289,0.210588235294118,5.76,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3385",2011,30084,0,0,1,0,0,5739.6,0.003724870429541,0.19832743895104,6.3325494129577,87.114084605199,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,4.47863239082478
"3386",2012,30084,0,0,0,0,0,5752.2,0.0036336752227531,0.186066642607963,6.90509882591541,17.384652828483,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.91151623116363
"3387",2013,30084,0,0,0,0,0,5764.8,0.0035424800159652,0.173805846264886,7.47764823887311,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3388",2014,30084,0,0,0,0,0,5777.4,0.0034512848091773,0.161545049921809,8.05019765183082,17.3088240384948,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.90738313152804
"3389",2015,30084,0,0,0,0,0,5790,0.0033600896023893,0.149284253578732,8.62274706478852,17.2711571675302,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.90532370541378
"3390",2016,30084,0,0,1,0,0,5746.8,0.0030705539921046,0.147399111738185,8.28819765183082,52.2029651284193,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.97411413029104
"3391",2017,30084,0,0,0,0,0,5703.6,0.0027810183818199,0.145513969897639,7.95364823887311,17.5327863104004,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.91954139652696
"3392",2018,30084,0,0,0,0,0,5660.4,0.0024914827715352,0.143628828057092,7.61909882591541,35.3331920005653,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.59273170366077
"3393",2019,30084,0,0,0,0,0,5617.2,0.0022019471612504,0.141743686216545,7.2845494129577,35.6049277219967,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.60018286855757
"3394",2007,30085,5,1,0,0,0,62517,0.0739534690769411,0.0945708296787785,7.768,1.59956491834221,30,1,2007,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",30,NA,1,1,1,0.955344091925538
"3395",2008,30085,3,1,0,0,0,63473,0.0712539852665499,0.09226601203782,7.872,1.57547303577899,30,1,2007,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",30,NA,1,1,1,0.946033220459473
"3396",2009,30085,3,1,1,0,0,64429,0.0685545014561587,0.0899611943968614,7.976,1.55209610579087,30,1,2007,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",30,NA,1,1,1,0.936915023782423
"3397",2010,30085,9,1,3,0,0,65385,0.0658550176457675,0.0876563767559028,8.08,0,30,1,2007,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",30,NA,1,1,1,0
"3398",2011,30085,11,1,4,0,0,66072.6,0.0670638708286499,0.0828234508186445,8.85643849658666,1.51348667980373,30,1,2007,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",30,NA,1,1,1,0.921670904675035
"3399",2012,30085,23,1,3,0,0,66760.2,0.0682727240115322,0.0779905248813863,9.63287699317332,2.99579689695357,30,1,2007,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",30,NA,1,1,1,1.3852430329064
"3400",2013,30085,29,1,3,0,0,67447.8,0.0694815771944146,0.0731575989441281,10.40931548976,1.48262804717129,30,1,2007,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",30,NA,1,1,1,0.909317695535005
"3401",2014,30085,6,1,3,0,0,68135.4,0.070690430377297,0.0683246730068699,11.1857539863466,0,30,1,2007,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",30,NA,1,1,1,0
"3402",2015,30085,2,1,5,0,0,68823,0.0718992835601793,0.0634917470696116,11.9621924829333,4.35900788980428,30,1,2007,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",30,NA,1,1,1,1.67877886276471
"3403",2016,30085,16,1,5,0,0,69859.2,0.0694622016585814,0.0629914004474857,11.4037539863466,2.8629013787733,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,1,1.3514185536594
"3404",2017,30085,56,1,6,0,0,70895.4,0.0670251197569834,0.0624910538253598,10.84531548976,8.46317250484517,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,1,2.24740768676343
"3405",2018,30085,116,1,6,0,0,71931.6,0.0645880378553855,0.0619907072032339,10.2868769931733,5.56083835198995,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,1,1.88111839235003
"3406",2019,30085,34,1,6,39,3,72967.8,0.0621509559537875,0.0614903605811079,9.72843849658666,6.85233760645106,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,1,2.06081127172667
"3407",2007,30094,34,1,1,0,0,35510.6,0.0321072200883543,0.185924813867033,5.626,0,30,1,2007,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",30,NA,1,1,0,0
"3408",2008,30094,13,1,1,0,0,36071.4,0.0317421044312816,0.17832928645515,5.744,0,30,1,2007,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",30,NA,1,1,0,0
"3409",2009,30094,11,1,1,0,0,36632.2,0.0313769887742089,0.170733759043266,5.862,21.8387102057752,30,1,2007,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",30,NA,1,1,0,3.1284569123428
"3410",2010,30094,18,1,4,0,0,37193,0.0310118731171362,0.163138231631382,5.98,0,30,1,2007,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",30,NA,1,1,0,0
"3411",2011,30094,27,1,2,0,0,37533.4,0.0327748026492734,0.156131184209722,6.58001469477699,15.9857620146323,30,1,2007,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",30,NA,1,1,0,2.83237546458219
"3412",2012,30094,26,1,3,0,0,37873.8,0.0345377321814105,0.149124136788062,7.18002938955398,15.8420860858958,30,1,2007,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",30,NA,1,1,0,2.82388087797675
"3413",2013,30094,25,1,0,0,0,38214.2,0.0363006617135476,0.142117089366402,7.78004408433098,26.1682829942796,30,1,2007,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",30,NA,1,1,0,3.3020502265308
"3414",2014,30094,16,1,2,0,0,38554.6,0.0380635912456847,0.135110041944741,8.38005877910797,10.3748968994621,30,1,2007,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",30,NA,1,1,0,2.43140890101238
"3415",2015,30094,44,1,2,0,0,38895,0.0398265207778218,0.128102994523081,8.98007347388496,5.14204910656897,30,1,2007,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",30,NA,1,1,0,1.8151584171949
"3416",2016,30094,80,1,2,0,0,38789.4,0.0390355970681101,0.127689355068444,8.57005877910797,10.3120955725018,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,2.4258725578899
"3417",2017,30094,105,1,2,0,0,38683.8,0.0382446733583984,0.127275715613807,8.16004408433098,18.0954301283741,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,2.94944904613073
"3418",2018,30094,145,1,3,0,0,38578.2,0.0374537496486867,0.126862076159169,7.75002938955398,15.5528251706923,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,2.80655679243238
"3419",2019,30094,113,1,4,0,0,38472.6,0.036662825938975,0.126448436704532,7.34001469477699,10.3970098199758,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,2.43335102450136
"3420",2007,30098,0,0,0,0,0,2757.4,0.925567793339215,0.252356418364687,5.176,36.2660477261188,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.6180826634924
"3421",2008,30098,0,0,0,0,0,2811.6,0.91834727889281,0.251524981244779,5.334,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3422",2009,30098,0,0,0,0,0,2865.8,0.911126764446405,0.250693544124872,5.492,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3423",2010,30098,0,0,0,0,0,2920,0.90390625,0.249862107004964,5.65,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3424",2011,30098,0,0,0,0,0,2944.6,0.911899761555392,0.238424557656154,6.49737800896101,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3425",2012,30098,0,0,0,0,0,2969.2,0.919893273110785,0.226987008307344,7.34475601792202,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3426",2013,30098,0,0,0,0,0,2993.8,0.927886784666178,0.215549458958534,8.19213402688304,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3427",2014,30098,0,0,0,0,0,3018.4,0.93588029622157,0.204111909609723,9.03951203584405,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3428",2015,30098,0,0,0,0,0,3043,0.943873807776963,0.192674360260913,9.88689004480506,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3429",2016,30098,0,0,0,0,0,3094.2,0.920552973457204,0.183745928280287,9.34951203584405,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3430",2017,30098,0,0,0,0,0,3145.4,0.897232139137446,0.174817496299661,8.81213402688304,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3431",2018,30098,0,0,0,0,0,3196.6,0.873911304817687,0.165889064319034,8.27475601792202,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3432",2019,30098,0,0,0,0,0,3247.8,0.850590470497929,0.156960632338408,7.73737800896101,30.7900732803744,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.45915408005923
"3433",2007,30108,0,0,3,0,0,154325.8,0.0311538802284124,0.0762674068191498,8.554,9.71969690097184,30,0,2016,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.37208288107986
"3434",2008,30108,0,0,2,0,0,155497.2,0.0313910187383521,0.0744280646588912,8.626,3.21549198313539,30,0,2016,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,1.43876630661989
"3435",2009,30108,0,0,4,0,0,156668.6,0.0316281572482919,0.0725887224986326,8.698,12.7657999114053,30,0,2016,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.62218724888618
"3436",2010,30108,0,0,5,0,0,157840,0.0318652957582316,0.0707493803383741,8.77,6.96908261530664,30,0,2016,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.07556938144766
"3437",2011,30108,0,0,6,7,2,157750.6,0.0302690318739685,0.0665411525798455,9.45231180093434,9.50868015715947,30,0,2016,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.35220159728465
"3438",2012,30108,0,0,5,23,2,157661.2,0.0286727679897053,0.0623329248213169,10.1346236018687,12.0511577991288,30,0,2016,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.56887685007305
"3439",2013,30108,0,0,6,13,3,157571.8,0.0270765041054422,0.0581246970627883,10.816935402803,6.98094455987683,30,0,2016,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.07705677035638
"3440",2014,30108,0,0,7,6,2,157482.4,0.025480240221179,0.0539164693042598,11.4992472037374,12.6998318542262,30,0,2016,-2,"False","True","False","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.61738355934462
"3441",2015,30108,0,0,9,17,3,157393,0.0238839763369159,0.0497082415457312,12.1815590046717,14.6131022345339,30,0,2016,-1,"True","False","False","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,1,2.74811044857701
"3442",2016,30108,6,1,7,26,3,154869.6,0.0250195048382312,0.0510767955734331,11.6732472037374,30.3481122182791,30,1,2016,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",30,NA,1,1,1,3.44515404894302
"3443",2017,30108,4,1,7,29,3,152346.2,0.0261550333395465,0.0524453496011349,11.164935402803,45.9479790109632,30,1,2016,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",30,NA,1,1,1,3.8490401591679
"3444",2018,30108,8,1,11,18,3,149822.8,0.0272905618408618,0.0538139036288368,10.6566236018687,43.3845849897345,30,1,2016,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",30,NA,1,1,1,3.79289222423965
"3445",2019,30108,8,1,19,27,3,147299.4,0.0284260903421771,0.0551824576565386,10.1483118009343,54.3111513013631,30,1,2016,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",30,NA,1,1,1,4.01297453921868
"3446",2007,30111,0,0,0,0,0,15977.8,0.0095991194801907,0.11863907166455,6.592,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3447",2008,30111,0,0,0,0,0,16025.2,0.0092832361123088,0.112731058669613,6.728,6.240171729526,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.97964492566411
"3448",2009,30111,0,0,0,0,0,16072.6,0.0089673527444268,0.106823045674676,6.864,31.1088436220649,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.46913149443721
"3449",2010,30111,0,0,0,0,0,16120,0.0086514693765449,0.100915032679739,7,6.20347394540943,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.97456340207795
"3450",2011,30111,0,0,0,0,0,16396.8,0.008885045331915,0.0980844130784642,7.69352937069946,0,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,0
"3451",2012,30111,0,0,0,0,0,16673.6,0.0091186212872852,0.0952537934771898,8.38705874139892,5.99750503790423,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.94555366236494
"3452",2013,30111,0,0,0,0,0,16950.4,0.0093521972426554,0.0924231738759155,9.08058811209838,35.3973947517463,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.59449719932702
"3453",2014,30111,0,0,0,0,0,17227.2,0.0095857731980256,0.0895925542746411,9.77411748279784,11.6095476920219,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.5344542803424
"3454",2015,30111,0,0,0,0,0,17504,0.0098193491533958,0.0867619346733668,10.4676468534973,28.5648994515539,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.38658782833868
"3455",2016,30111,0,0,1,0,0,17301.8,0.0099789295996884,0.0869464935515013,9.98411748279784,11.5594909200199,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.53047662837306
"3456",2017,30111,0,0,1,0,0,17099.6,0.010138510045981,0.0871310524296358,9.50058811209838,23.392360055206,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,3.19426997077765
"3457",2018,30111,0,0,0,0,0,16897.4,0.0102980904922736,0.0873156113077703,9.01705874139892,5.91807023565756,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,1.93413686305921
"3458",2019,30111,0,0,0,0,0,16695.2,0.0104576709385662,0.0875001701859049,8.53352937069946,17.9692366668264,30,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",30,1,NA,0,0,2.94281854417192
"3459",2007,30113,0,0,1,0,0,4397.2,0.0624948341388178,0.165409835452715,6.082,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3460",2008,30113,0,0,1,0,0,4433.8,0.0634631569480898,0.161521581059585,6.208,22.5540168704046,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,3.15929637366282
"3461",2009,30113,0,0,0,0,0,4470.4,0.0644314797573617,0.157633326666455,6.334,22.369362920544,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,3.15142588761197
"3462",2010,30113,0,0,1,0,0,4507,0.0653998025666337,0.153745072273325,6.46,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3463",2011,30113,0,0,0,0,0,4517.4,0.0699740137582646,0.148176139246784,7.14625004662422,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3464",2012,30113,0,0,1,0,0,4527.8,0.0745482249498956,0.142607206220243,7.83250009324843,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3465",2013,30113,0,0,0,0,0,4538.2,0.0791224361415265,0.137038273193702,8.51875013987265,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3466",2014,30113,0,0,0,0,0,4548.6,0.0836966473331574,0.131469340167161,9.20500018649686,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3467",2015,30113,0,0,2,0,0,4559,0.0882708585247883,0.12590040714062,9.89125023312108,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3468",2016,30113,0,0,0,0,0,4570,0.0886557158536241,0.121319128107706,9.40900018649686,0,30,0,2019,-3,"False","False","True","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,0
"3469",2017,30113,0,0,1,0,0,4581,0.0890405731824598,0.116737849074791,8.92675013987265,43.6585898275486,30,0,2019,-2,"False","True","False","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,3.79904667017566
"3470",2018,30113,0,0,1,0,0,4592,0.0894254305112956,0.112156570041877,8.44450009324843,65.3310104529617,30,0,2019,-1,"True","False","False","False","False","False","False","False","False","False","False","False","False",30,NA,1,0,0,4.19465751714617
"3471",2019,30113,1,1,0,0,0,4603,0.0898102878401314,0.107575291008962,7.96225004662422,0,30,1,2019,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",30,NA,1,1,0,0
"3472",2007,30117,6,1,1,0,0,21996.4,0.0461060513486575,0.164190143684935,5.932,9.09239693768071,30,1,2007,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",30,NA,1,1,0,2.31178236191979
"3473",2008,30117,5,1,0,0,0,22184.6,0.0458068628108338,0.157339111854214,6.038,0,30,1,2007,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",30,NA,1,1,0,0
"3474",2009,30117,6,1,0,0,0,22372.8,0.0455076742730102,0.150488080023493,6.144,0,30,1,2007,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",30,NA,1,1,0,0
"3475",2010,30117,12,1,4,0,0,22561,0.0452084857351865,0.143637048192771,6.25,8.86485528123753,30,1,2007,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",30,NA,1,1,0,2.28897846944681
"3476",2011,30117,22,1,2,0,0,22852.8,0.0459547019290842,0.140717932853314,6.82400452023953,4.37583140796751,30,1,2007,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",30,NA,1,1,0,1.68191324260402
"3477",2012,30117,20,1,2,0,0,23144.6,0.0467009181229819,0.137798817513858,7.39800904047905,4.32066227111292,30,1,2007,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",30,NA,1,1,0,1.67159778265698
"3478",2013,30117,23,1,2,0,0,23436.4,0.0474471343168796,0.134879702174401,7.97201356071858,12.800600774863,30,1,2007,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",30,NA,1,1,0,2.62471212562593
"3479",2014,30117,16,1,3,0,0,23728.2,0.0481933505107773,0.131960586834944,8.5460180809581,12.6431840594735,30,1,2007,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",30,NA,1,1,0,2.61324006061878
"3480",2015,30117,35,1,4,0,0,24020,0.048939566704675,0.129041471495487,9.12002260119763,20.8159866777685,30,1,2007,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",30,NA,1,1,0,3.08264303487976
"3481",2016,30117,92,1,4,0,0,23970.6,0.0472068257775331,0.125958387089741,8.7600180809581,25.030662561638,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,3.25927517245272
"3482",2017,30117,86,1,2,0,0,23921.2,0.0454740848503912,0.122875302683995,8.40001356071858,37.6235305921108,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,3.65386169157156
"3483",2018,30117,228,1,3,0,0,23871.8,0.0437413439232493,0.119792218278249,8.04000904047905,46.0794745264287,30,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",30,NA,1,1,0,3.85183712103898
