"","YEAR","CVEGEO","num_tomas","tomas","num_cartels","menciones_huachicol","carteles_huachicol","pobtot","pobhlindigena","pobanalf","gradoescolar","HomX100","ESTADO","mun_huachicolero","YearFirst","diffYears","lead1","lead2","lead3","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","ENT","is_neighbor","treated","post","consecutive_cartel","log_hom"
"1119",2007,15042,1,1,0,0,0,132495.8,0.164777860053086,0.124218757110723,6.936,6.79266814495252,15,1,2007,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",15,NA,1,1,0,2.05318331021963
"1120",2008,15042,2,1,0,0,0,135491.2,0.162469590953712,0.120174652140876,7.074,2.95222125126945,15,1,2007,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",15,NA,1,1,0,1.3742777629515
"1121",2009,15042,5,1,1,0,0,138486.6,0.160161321854338,0.11613054717103,7.212,7.94300676022084,15,1,2007,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",15,NA,1,1,0,2.19087185928692
"1122",2010,15042,5,1,2,0,0,141482,0.157853052754964,0.112086442201183,7.35,6.3612332310824,15,1,2007,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",15,NA,1,1,0,1.99622747727539
"1123",2011,15042,4,1,2,0,0,143822.4,0.157710765727854,0.106702869652627,8.18348718208768,4.86711388490249,15,1,2007,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",15,NA,1,1,0,1.76936284085172
"1124",2012,15042,5,1,2,0,0,146162.8,0.157568478700743,0.101319297104071,9.01697436417536,4.10501167191652,15,1,2007,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",15,NA,1,1,0,1.63022273798356
"1125",2013,15042,22,1,3,0,0,148503.2,0.157426191673633,0.0959357245555147,9.85046154626304,9.42740627811387,15,1,2007,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",15,NA,1,1,0,2.34443755909497
"1126",2014,15042,19,1,2,0,0,150843.6,0.157283904646523,0.0905521520069587,10.6839487283507,4.64056811160699,15,1,2007,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",15,NA,1,1,0,1.72998478944547
"1127",2015,15042,19,1,3,0,0,153184,0.157141617619413,0.0851685794584026,11.5174359104384,0.65280969291832,15,1,2007,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",15,NA,1,1,0,0.502476683910039
"1128",2016,15042,20,1,3,0,0,154575,0.15951474224018,0.0824267580776932,10.9579487283507,7.76322173702086,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,2.1705636155332
"1129",2017,15042,31,1,4,0,0,155966,0.161887866860948,0.0796849366969838,10.398461546263,5.12932305758947,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,1.81308431278809
"1130",2018,15042,69,1,3,0,0,157357,0.164260991481716,0.0769431153162744,9.83897436417536,3.17748813208183,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,1.42971014056939
"1131",2019,15042,82,1,0,0,0,158748,0.166634116102483,0.074201293935565,9.27948718208768,10.7087963312924,15,1,2007,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,2.46034038251361
"1132",2007,15043,0,0,0,0,0,22747.2,0.0094963188506391,0.0538635767139763,7.72,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1133",2008,15043,0,0,0,0,0,24119.8,0.0091093586477528,0.0531382665449753,7.82,12.4379140788895,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.59808012058628
"1134",2009,15043,0,0,1,0,0,25492.4,0.0087223984448665,0.0524129563759743,7.92,15.6909510285418,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.81486671798813
"1135",2010,15043,0,0,5,0,0,26865,0.0083354382419802,0.0516876462069733,8.02,14.8892611204169,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.76564347980838
"1136",2011,15043,0,0,4,0,0,27406.4,0.0088305531972053,0.0482346316557755,8.84794843895826,7.29756553213848,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.11596216239804
"1137",2012,15043,0,0,3,0,0,27947.8,0.0093256681524304,0.0447816171045777,9.67589687791652,25.0466941941763,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.25989085781171
"1138",2013,15043,0,0,0,0,0,28489.2,0.0098207831076555,0.0413286025533798,10.5038453168748,14.0404082950732,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.71074046543202
"1139",2014,15043,0,0,0,0,0,29030.6,0.0103158980628805,0.037875588002182,11.331793755833,3.44464117172914,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.49169913943717
"1140",2015,15043,0,0,0,0,0,29572,0.0108110130181056,0.0344225734509841,12.1597421947913,6.76315433518193,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.04938873809439
"1141",2016,15043,0,0,1,0,0,29795,0.0101514886328401,0.0335101102879392,11.561793755833,6.7125356603457,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.04284701292852
"1142",2017,15043,0,0,0,0,0,30018,0.0094919642475747,0.0325976471248943,10.9638453168748,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1143",2018,15043,0,0,1,0,0,30241,0.0088324398623093,0.0316851839618493,10.3658968779165,6.61353791210608,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.02992796687594
"1144",2019,15043,0,0,1,0,0,30464,0.0081729154770438,0.0307727207988044,9.76794843895826,9.84768907563025,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.38395206888004
"1145",2007,15045,0,0,0,0,0,76476.4,0.0036056722900637,0.0842576477625268,7.33,10.4607434450366,15,0,2008,-1,"True","False","False","False","False","False","False","False","False","False","False","False","False",15,NA,1,0,0,2.43892758222228
"1146",2008,15045,3,1,0,0,0,78902.6,0.003825141781757,0.0802519977938955,7.46,13.9412389452312,15,1,2008,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",15,NA,1,1,0,2.70412510432732
"1147",2009,15045,3,1,1,0,0,81328.8,0.0040446112734502,0.0762463478252642,7.59,11.0661905745566,15,1,2008,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",15,NA,1,1,0,2.490407374238
"1148",2010,15045,6,1,0,0,0,83755,0.0042640807651434,0.0722406978566329,7.72,13.133544266014,15,1,2008,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",15,NA,1,1,0,2.64855099794055
"1149",2011,15045,9,1,3,0,0,84589.4,0.0041825719781001,0.0694609143857713,8.48248530280038,9.45744975138729,15,1,2008,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",15,NA,1,1,0,2.34731461929157
"1150",2012,15045,11,1,1,0,0,85423.8,0.0041010631910567,0.0666811309149097,9.24497060560076,16.3888752314929,15,1,2008,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",15,NA,1,1,0,2.85583064723432
"1151",2013,15045,17,1,0,0,0,86258.2,0.0040195544040134,0.0639013474440481,10.0074559084011,22.026891356416,15,1,2008,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",15,NA,1,1,0,3.1366627223689
"1152",2014,15045,4,1,0,0,0,87092.6,0.00393804561697,0.0611215639731865,10.7699412112015,17.2230476527282,15,1,2008,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",15,NA,1,1,0,2.90268714747763
"1153",2015,15045,7,1,2,0,0,87927,0.0038565368299267,0.0583417805023249,11.5324265140019,13.6476850114299,15,1,2008,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",15,NA,1,1,0,2.68428230327903
"1154",2016,15045,4,1,2,0,0,87875.8,0.0040719486227383,0.0559990172872354,11.0359412112015,12.5176669799877,15,1,2008,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",15,NA,1,1,0,2.60399749507272
"1155",2017,15045,13,1,0,0,0,87824.6,0.00428736041555,0.0536562540721459,10.5394559084011,18.2181302277494,15,1,2008,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,2.95585411617458
"1156",2018,15045,30,1,5,0,0,87773.4,0.0045027722083616,0.0513134908570564,10.0429706056008,14.8108652507479,15,1,2008,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,2.7606973777914
"1157",2019,15045,81,1,7,0,0,87722.2,0.0047181840011733,0.0489707276419669,9.54648530280038,13.6795474805693,15,1,2008,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,2.68645519713696
"1158",2007,15047,0,0,0,0,0,63593.8,0.0906692846262506,0.137952709533811,6.586,7.86240168066698,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.18181779793685
"1159",2008,15047,0,0,0,0,0,65406.2,0.0894723302196461,0.130916924037317,6.724,7.64453522754724,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.15692735569433
"1160",2009,15047,0,0,0,0,0,67218.6,0.0882753758130415,0.123881138540822,6.862,5.95073387425504,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.9388472474201
"1161",2010,15047,0,0,0,0,0,69031,0.087078421406437,0.116845353044327,7,2.89724906201562,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.3602709355321
"1162",2011,15047,0,0,1,0,0,70087.6,0.0886947527571953,0.108910532530059,7.86193712197098,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1163",2012,15047,0,0,2,0,0,71144.2,0.0903110841079535,0.100975712015791,8.72387424394196,7.0279797931525,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.08293291388465
"1164",2013,15047,0,0,2,0,0,72200.8,0.0919274154587118,0.093040891501522,9.58581136591294,5.54010481878317,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.87795319267755
"1165",2014,15047,0,0,0,0,0,73257.4,0.0935437468094701,0.0851060709872535,10.4477484878839,5.46019924267037,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.86566015983752
"1166",2015,15047,0,0,0,0,0,74314,0.0951600781602284,0.077171250472985,11.3096856098549,4.03692440186237,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.61679565808673
"1167",2016,15047,0,0,0,0,0,74816.4,0.0921716448070286,0.0761555529215204,10.6857484878839,6.6830267160676,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.03901357317577
"1168",2017,15047,0,0,0,0,0,75318.8,0.0891832114538288,0.0751398553700559,10.0618113659129,3.98306930009506,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.60604602650641
"1169",2018,15047,0,0,0,0,0,75821.2,0.086194778100629,0.0741241578185913,9.43787424394196,11.8700310731036,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.55490143598768
"1170",2019,15047,0,0,0,0,0,76323.6,0.0832063447474292,0.0731084602671267,8.81393712197098,5.24084293717801,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.83111525934425
"1171",2007,15048,0,0,0,0,0,57723.4,0.0298918188153294,0.0813566203716968,7.852,8.66199842698109,15,0,2009,-2,"False","True","False","False","False","False","False","False","False","False","False","False","False",15,NA,1,0,1,2.26820050332751
"1172",2008,15048,0,0,0,0,0,58883.6,0.0302149299511431,0.0783832545333081,7.968,11.8878601172483,15,0,2009,-1,"True","False","False","False","False","False","False","False","False","False","False","False","False",15,NA,1,0,1,2.55628579209512
"1173",2009,15048,3,1,3,0,0,60043.8,0.0305380410869567,0.0754098886949195,8.084,1.66545088751878,15,1,2009,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",15,NA,1,1,1,0.98037323186943
"1174",2010,15048,2,1,1,0,0,61204,0.0308611522227703,0.0724365228565309,8.2,11.4371609698713,15,1,2009,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",15,NA,1,1,1,2.52068884340937
"1175",2011,15048,3,1,1,0,0,62021.4,0.0321869061910085,0.0693688389186467,9.02766680670434,6.44938682454766,15,1,2009,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",15,NA,1,1,1,2.00813172357435
"1176",2012,15048,6,1,1,0,0,62838.8,0.0335126601592467,0.0663011549807626,9.85533361340868,3.18274696525077,15,1,2009,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",15,NA,1,1,1,1.43096819941614
"1177",2013,15048,4,1,0,0,0,63656.2,0.0348384141274849,0.0632334710428784,10.683000420113,1.5709388873354,15,1,2009,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",15,NA,1,1,1,0.944271158003344
"1178",2014,15048,4,1,4,0,0,64473.6,0.0361641680957231,0.0601657871049942,11.5106672268174,0,15,1,2009,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",15,NA,1,1,1,0
"1179",2015,15048,2,1,0,0,0,65291,0.0374899220639613,0.0570981031671101,12.3383340335217,4.59481398661377,15,1,2009,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",15,NA,1,1,1,1.72184009485085
"1180",2016,15048,4,1,3,0,0,66085.6,0.0371029928247763,0.0545194592586245,11.7826672268174,12.1055116394494,15,1,2009,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",15,NA,1,1,1,2.57303287755844
"1181",2017,15048,13,1,0,0,0,66880.2,0.0367160635855913,0.0519408153501389,11.227000420113,8.97126503808302,15,1,2009,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",15,NA,1,1,1,2.29970746038628
"1182",2018,15048,8,1,6,53,7,67674.8,0.0363291343464063,0.0493621714416533,10.6713336134087,11.8212392205075,15,1,2009,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,1,2.55110310988706
"1183",2019,15048,11,1,8,0,0,68469.4,0.0359422051072214,0.0467835275331677,10.1156668067043,5.84202578085977,15,1,2009,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,1,1.9230838545781
"1184",2007,15056,0,0,0,0,0,27228.4,0.196624651606861,0.191300767606807,5.816,11.0179077727667,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.48639785179065
"1185",2008,15056,0,0,0,0,0,27627.6,0.198846998222408,0.18190966683234,5.944,3.61956883696014,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.53030137540526
"1186",2009,15056,0,0,0,0,0,28026.8,0.201069344837954,0.172518566057873,6.072,10.7040404184566,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.45993411710016
"1187",2010,15056,0,0,0,0,0,28426,0.2032916914535,0.163127465283406,6.2,3.51790614226412,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.5080486436521
"1188",2011,15056,0,0,0,0,0,28713.2,0.200349384152073,0.155377302235525,6.97138326785914,3.48271874956466,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.50022972610167
"1189",2012,15056,0,0,0,0,0,29000.4,0.197407076850646,0.147627139187644,7.74276653571828,3.44822830029931,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.49250588213726
"1190",2013,15056,0,0,0,0,0,29287.6,0.194464769549219,0.139876976139763,8.51414980357742,6.82882858274492,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.05781289252001
"1191",2014,15056,0,0,0,0,0,29574.8,0.191522462247792,0.132126813091882,9.28553307143656,23.6687991127582,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.20553925131665
"1192",2015,15056,0,0,0,0,0,29862,0.188580154946365,0.124376650044001,10.0569163392957,3.34873752595272,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.46988557905856
"1193",2016,15056,0,0,0,0,0,30522.4,0.185333935214593,0.119608837593512,9.56953307143656,3.27628233690666,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.45308401925867
"1194",2017,15056,0,0,0,0,0,31182.8,0.182087715482821,0.114841025143022,9.08214980357742,3.20689610939364,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.43672510960264
"1195",2018,15056,0,0,0,0,0,31843.2,0.178841495751049,0.110073212692533,8.59476653571828,21.9827153049945,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.1347424249266
"1196",2019,15056,0,0,0,0,0,32503.6,0.175595276019277,0.105305400242044,8.10738326785914,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1197",2007,15062,0,0,3,0,0,57256.4,0.015056090578269,0.0483166850849094,8.904,20.9583557471305,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,3.08914773893508
"1198",2008,15062,0,0,4,0,0,58772.6,0.015093889878545,0.0454742716061956,9.026,54.4471403341013,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,4.01543014049357
"1199",2009,15062,0,0,4,0,0,60288.8,0.015131689178821,0.0426318581274817,9.148,6.6347314924165,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.03270777006483
"1200",2010,15062,0,0,6,0,0,61805,0.015169488479097,0.0397894446487679,9.27,9.70795243103309,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.3709866832718
"1201",2011,15062,0,0,4,0,0,62682,0.0164786745710812,0.0383644477339088,10.032451597241,11.167480297374,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.49876684344116
"1202",2012,15062,0,0,5,0,0,63559,0.0177878606630655,0.0369394508190497,10.7949031944821,11.0133891345049,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.48602178899783
"1203",2013,15062,0,0,3,0,0,64436,0.0190970467550498,0.0355144539041906,11.5573547917231,13.9673474455273,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.70587099138376
"1204",2014,15062,0,0,5,0,0,65313,0.020406232847034,0.0340894569893315,12.3198063889642,9.18653254329153,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.32106650898183
"1205",2015,15062,0,0,1,0,0,66190,0.0217154189390183,0.0326644600744724,13.0822579862052,13.5972201238858,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.68083110811186
"1206",2016,15062,0,0,0,0,0,67372.6,0.0217762698141512,0.0310897586515402,12.5518063889642,13.3585463526716,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.66434532957349
"1207",2017,15062,0,0,1,0,0,68555.2,0.0218371206892841,0.029515057228608,12.0213547917231,10.210749877471,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.41687312846597
"1208",2018,15062,0,0,0,0,0,69737.8,0.021897971564417,0.0279403558056758,11.4909031944821,2.86788513546455,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.35270788104477
"1209",2019,15062,0,0,0,0,0,70920.4,0.0219588224395499,0.0263656543827436,10.960451597241,12.6902837547448,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.61668636624003
"1210",2007,15064,0,0,0,0,0,32886.6,0.138442652395463,0.112085382038656,6.946,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1211",2008,15064,0,0,0,0,0,33406.4,0.143961172658128,0.110066077746705,7.054,5.98687676612865,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.94403364182047
"1212",2009,15064,0,0,0,0,0,33926.2,0.149479692920793,0.108046773454754,7.162,5.89514888198501,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.93081810375834
"1213",2010,15064,0,0,0,0,0,34446,0.154998213183457,0.106027469162803,7.27,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1214",2011,15064,0,0,0,0,0,35025.4,0.154729078971154,0.0999830369983529,8.2082144274802,8.5652126742307,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.25813283727448
"1215",2012,15064,0,0,1,0,0,35604.8,0.15445994475885,0.0939386048339029,9.1464288549604,8.42583022513818,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.24345381700241
"1216",2013,15064,0,0,0,0,0,36184.2,0.154190810546546,0.0878941726694529,10.0846432824406,5.52727433520708,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.8759894495967
"1217",2014,15064,0,0,0,0,0,36763.6,0.153921676334243,0.0818497405050029,11.0228577099208,10.8803272802446,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.47488386239717
"1218",2015,15064,0,0,0,0,0,37343,0.153652542121939,0.0758053083405529,11.961072137401,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1219",2016,15064,0,0,0,0,0,37261.8,0.149990728292707,0.0733893818998443,11.2668577099208,2.68371361555266,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.3039213780078
"1220",2017,15064,0,0,0,0,0,37180.6,0.146328914463474,0.0709734554591358,10.5726432824406,0,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0
"1221",2018,15064,0,0,0,0,0,37099.4,0.142667100634242,0.0685575290184272,9.8784288549604,5.39092276424956,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.85487866551447
"1222",2019,15064,0,0,1,0,0,37018.2,0.13900528680501,0.0661416025777187,9.1842144274802,8.10412175632527,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.20872725123185
"1223",2007,15071,0,0,0,0,0,12592.2,0.0024117423638092,0.0775908947829382,7.24,15.8828481123235,15,0,2009,-2,"False","True","False","False","False","False","False","False","False","False","False","False","False",15,NA,1,0,0,2.82629820196839
"1224",2008,15071,0,0,0,0,0,12728.8,0.002517099972713,0.0743273728978959,7.36,31.4248004525171,15,0,2009,-1,"True","False","False","False","False","False","False","False","False","False","False","False","False",15,NA,1,0,0,3.4789235760592
"1225",2009,15071,1,1,1,0,0,12865.4,0.0026224575816169,0.0710638510128535,7.48,7.77278592193014,15,1,2009,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",15,NA,1,1,0,2.17165442092559
"1226",2010,15071,2,1,0,0,0,13002,0.0027278151905208,0.0678003291278113,7.6,23.0733733271804,15,1,2009,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",15,NA,1,1,0,3.18110638851382
"1227",2011,15071,7,1,0,0,0,13171.8,0.0028534467189368,0.0653469031412832,8.32766238738908,22.7759303967567,15,1,2009,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",15,NA,1,1,0,3.16867374107298
"1228",2012,15071,11,1,1,0,0,13341.6,0.0029790782473528,0.0628934771547551,9.05532477477816,14.9907057624273,15,1,2009,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",15,NA,1,1,0,2.77200766360961
"1229",2013,15071,10,1,0,0,0,13511.4,0.0031047097757688,0.0604400511682271,9.78298716216724,7.40115754103942,15,1,2009,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",15,NA,1,1,0,2.12836949886007
"1230",2014,15071,17,1,0,0,0,13681.2,0.0032303413041848,0.057986625181699,10.5106495495563,7.30930035377014,15,1,2009,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",15,NA,1,1,0,2.11737541203411
"1231",2015,15071,20,1,0,0,0,13851,0.0033559728326008,0.055533199195171,11.2383119369454,7.21969532885712,15,1,2009,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",15,NA,1,1,0,2.10653314376526
"1232",2016,15071,29,1,2,0,0,14077.8,0.003197223361249,0.0538374657942181,10.7326495495563,21.3101478924264,15,1,2009,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",15,NA,1,1,0,3.10504163739721
"1233",2017,15071,32,1,0,0,0,14304.6,0.0030384738898972,0.0521417323932653,10.2269871621672,13.9815164352726,15,1,2009,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",15,NA,1,1,0,2.70681720362465
"1234",2018,15071,46,1,5,0,0,14531.4,0.0028797244185454,0.0504459989923124,9.72132477477816,55.0531951498135,15,1,2009,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,4.02630115324246
"1235",2019,15071,29,1,5,0,0,14758.2,0.0027209749471936,0.0487502655913595,9.21566238738908,74.5348348714613,15,1,2009,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",15,NA,1,1,0,4.32459393887377
"1236",2007,15085,0,0,0,0,0,59979.4,0.187105991928529,0.164877700518711,6.374,3.33447817083865,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.46660122717099
"1237",2008,15085,0,0,1,0,0,60884.6,0.186922750554442,0.160940265923731,6.496,3.28490291469436,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,1.45509789477892
"1238",2009,15085,0,0,0,0,0,61789.8,0.186739509180355,0.157002831328751,6.618,12.9471207221904,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.63527308712101
"1239",2010,15085,0,0,0,0,0,62695,0.186556267806268,0.153065396733771,6.74,1.59502352659702,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,0.953595582702773
"1240",2011,15085,0,0,0,0,0,62900.2,0.187196382658764,0.14441019392798,7.51105664020398,7.94910032082569,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.19155300442124
"1241",2012,15085,0,0,0,0,0,63105.4,0.187836497511261,0.13575499112219,8.28211328040796,12.6772035356721,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.61573047139079
"1242",2013,15085,0,0,0,0,0,63310.6,0.188476612363757,0.127099788316399,9.05316992061194,9.47708598560115,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.34919058541944
"1243",2014,15085,0,0,1,0,0,63515.8,0.189116727216254,0.118444585510608,9.82422656081592,14.1697026566618,15,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",15,1,NA,0,0,2.71930019242093
